Customer,InvoiceDay,Count
130,2011-05-25,1
130,2011-07-06,1
130,2011-09-16,2
130,2011-11-03,1
130,2011-11-07,1
130,2011-11-16,1
130,2011-11-18,1
130,2011-11-22,1
130,2011-11-29,4
130,2011-12-01,1
130,2011-12-08,1
341,2011-02-27,1
341,2011-04-10,1
341,2011-06-05,1
341,2011-07-17,1
341,2011-08-21,1
341,2011-10-16,1
341,2011-11-27,1
273,2011-01-13,1
273,2011-06-28,1
273,2011-09-11,1
273,2011-11-15,1
184,2010-12-12,1
184,2011-01-09,1
184,2011-02-03,1
184,2011-02-17,1
184,2011-03-16,1
184,2011-03-27,1
184,2011-04-04,1
184,2011-04-11,1
184,2011-04-26,1
184,2011-05-03,1
184,2011-05-22,1
184,2011-06-05,1
184,2011-06-26,1
184,2011-07-21,1
184,2011-07-26,1
184,2011-08-18,1
184,2011-10-13,1
184,2011-11-08,1
184,2011-11-17,1
184,2011-11-29,1
184,2011-12-07,1
11,2010-12-01,1
11,2010-12-16,1
11,2011-01-05,1
11,2011-01-13,1
11,2011-01-28,1
11,2011-02-04,2
11,2011-02-22,2
11,2011-02-23,1
11,2011-03-04,1
11,2011-03-22,1
11,2011-03-23,1
11,2011-04-01,3
11,2011-04-13,2
11,2011-04-27,1
11,2011-05-03,1
11,2011-05-05,1
11,2011-05-08,1
11,2011-05-10,1
11,2011-05-25,2
11,2011-05-31,1
11,2011-06-09,1
11,2011-06-16,1
11,2011-06-30,1
11,2011-07-05,1
11,2011-07-21,2
11,2011-08-04,1
11,2011-08-18,2
11,2011-08-24,4
11,2011-09-15,2
11,2011-09-29,1
11,2011-10-25,1
11,2011-10-26,1
11,2011-10-28,1
11,2011-11-14,2
11,2011-12-06,3
308,2011-01-28,1
308,2011-06-24,2
308,2011-08-04,1
308,2011-08-30,1
308,2011-10-05,2
308,2011-10-21,1
308,2011-11-03,3
308,2011-12-06,2
294,2011-01-23,1
294,2011-02-13,1
294,2011-02-25,1
294,2011-04-15,1
294,2011-05-10,1
294,2011-06-05,1
294,2011-06-08,2
294,2011-06-13,1
294,2011-06-30,1
294,2011-09-11,1
294,2011-11-23,1
441,2011-10-07,1
441,2011-10-20,1
441,2011-10-21,1
441,2011-11-01,1
441,2011-11-14,1
441,2011-11-21,2
441,2011-11-30,1
441,2011-12-06,1
251,2011-01-06,1
251,2011-07-18,1
251,2011-09-30,1
8,2010-12-01,1
8,2010-12-02,1
8,2010-12-05,1
8,2010-12-10,1
8,2010-12-14,1
8,2010-12-16,1
8,2011-01-05,1
8,2011-01-10,1
8,2011-02-17,1
8,2011-02-22,1
8,2011-02-27,1
8,2011-04-01,1
8,2011-04-04,2
8,2011-04-08,1
8,2011-04-27,2
8,2011-05-10,1
8,2011-05-18,3
8,2011-05-20,1
8,2011-06-26,1
8,2011-06-28,1
8,2011-07-11,1
8,2011-08-04,1
8,2011-08-08,1
8,2011-08-23,1
8,2011-09-13,1
8,2011-09-19,1
8,2011-09-20,3
8,2011-10-10,1
8,2011-11-10,1
8,2011-11-14,1
8,2011-12-07,1
43,2010-12-02,1
43,2010-12-10,1
43,2011-01-05,2
43,2011-01-07,1
43,2011-01-11,1
43,2011-01-23,1
43,2011-02-08,1
43,2011-02-16,1
43,2011-02-20,1
43,2011-02-25,1
43,2011-03-07,1
43,2011-03-11,1
43,2011-03-20,1
43,2011-03-22,1
43,2011-03-29,1
43,2011-03-30,1
43,2011-04-05,1
43,2011-04-11,2
43,2011-04-18,1
43,2011-04-21,1
43,2011-04-26,1
43,2011-05-04,2
43,2011-05-09,1
43,2011-05-13,2
43,2011-05-18,1
43,2011-05-23,1
43,2011-05-26,1
43,2011-05-27,1
43,2011-06-06,1
43,2011-06-12,1
43,2011-06-20,1
43,2011-06-27,1
43,2011-07-07,1
43,2011-07-19,1
43,2011-08-02,1
43,2011-08-08,1
43,2011-08-24,1
43,2011-09-07,1
43,2011-09-12,1
43,2011-09-14,1
43,2011-09-28,1
43,2011-10-05,1
43,2011-10-07,1
43,2011-10-17,1
43,2011-10-28,1
43,2011-11-04,1
43,2011-11-09,1
43,2011-11-13,1
43,2011-11-22,1
43,2011-11-28,1
43,2011-12-02,1
43,2011-12-07,1
43,2011-12-08,1
133,2010-12-08,1
133,2011-01-07,1
133,2011-02-03,1
133,2011-03-11,1
133,2011-04-26,1
133,2011-05-24,1
133,2011-07-07,1
133,2011-09-28,1
133,2011-10-12,1
230,2010-12-17,1
230,2011-01-30,1
230,2011-03-22,1
230,2011-08-08,1
319,2011-02-04,1
319,2011-03-10,1
319,2011-03-24,1
319,2011-04-18,1
319,2011-05-17,1
319,2011-06-30,1
319,2011-07-28,1
319,2011-08-19,1
319,2011-09-08,1
319,2011-10-17,2
319,2011-10-25,1
319,2011-11-17,1
167,2010-12-09,1
167,2011-01-21,1
167,2011-03-17,1
167,2011-04-21,1
167,2011-05-05,2
167,2011-06-09,1
167,2011-06-23,1
167,2011-07-21,1
167,2011-08-04,1
167,2011-08-24,1
167,2011-10-11,1
167,2011-10-27,1
167,2011-11-01,1
167,2011-11-17,1
167,2011-11-23,1
167,2011-12-01,1
167,2011-12-02,1
354,2011-03-08,1
354,2011-05-08,1
354,2011-07-29,1
354,2011-08-03,1
354,2011-11-08,2
372,2011-03-20,1
372,2011-05-09,1
372,2011-06-08,1
372,2011-07-06,1
372,2011-08-04,1
372,2011-08-11,1
372,2011-08-24,1
372,2011-09-29,1
372,2011-10-12,1
372,2011-10-28,1
372,2011-11-07,1
372,2011-11-18,1
372,2011-11-22,1
372,2011-11-25,1
372,2011-12-05,1
378,2011-03-30,1
378,2011-05-23,1
378,2011-06-30,1
378,2011-09-28,1
378,2011-10-27,1
378,2011-11-20,1
193,2010-12-13,1
193,2011-01-21,1
193,2011-03-30,1
193,2011-05-09,1
193,2011-06-13,1
193,2011-07-06,1
193,2011-07-27,1
193,2011-08-16,1
193,2011-09-05,1
193,2011-10-06,1
193,2011-11-11,1
193,2011-11-29,1
149,2010-12-08,2
149,2011-02-07,1
149,2011-04-08,1
149,2011-04-10,1
149,2011-08-10,1
149,2011-09-11,1
149,2011-11-21,1
40,2010-12-02,1
40,2010-12-09,1
40,2010-12-17,1
40,2011-01-06,1
40,2011-01-19,1
40,2011-03-04,1
40,2011-03-31,1
40,2011-04-21,2
40,2011-05-13,1
40,2011-05-27,1
40,2011-06-24,1
40,2011-08-05,1
40,2011-09-26,1
40,2011-10-03,2
40,2011-10-21,1
40,2011-11-18,1
40,2011-12-02,1
268,2011-01-12,1
268,2011-01-27,1
268,2011-01-30,1
268,2011-04-14,1
268,2011-05-08,1
268,2011-06-09,1
268,2011-07-27,1
268,2011-08-14,2
268,2011-09-06,1
268,2011-10-09,1
268,2011-10-30,1
318,2011-02-03,1
318,2011-07-17,1
318,2011-08-28,1
318,2011-11-13,1
300,2011-01-26,1
300,2011-05-23,1
300,2011-07-04,1
300,2011-11-23,1
143,2010-12-08,1
143,2010-12-14,1
143,2010-12-20,1
143,2011-01-28,1
143,2011-02-16,1
143,2011-02-25,1
143,2011-03-22,1
143,2011-04-14,1
143,2011-04-27,1
143,2011-05-10,2
143,2011-06-19,1
143,2011-07-05,1
143,2011-07-21,1
143,2011-08-18,1
143,2011-09-09,1
143,2011-10-02,1
143,2011-10-11,1
143,2011-10-26,1
143,2011-11-09,1
143,2011-11-22,1
143,2011-12-01,1
143,2011-12-09,1
343,2011-02-28,1
343,2011-03-10,1
343,2011-03-17,1
343,2011-03-24,1
343,2011-03-31,1
343,2011-04-15,1
343,2011-05-06,1
343,2011-05-11,1
343,2011-05-20,1
343,2011-05-26,1
343,2011-06-08,1
343,2011-07-04,1
343,2011-07-20,1
343,2011-08-03,1
343,2011-08-09,1
343,2011-08-10,1
343,2011-08-24,1
343,2011-09-16,1
343,2011-10-04,1
343,2011-10-18,1
343,2011-11-04,1
343,2011-11-24,1
343,2011-12-08,1
204,2010-12-14,2
204,2011-02-18,1
204,2011-03-03,1
204,2011-03-04,1
204,2011-04-14,2
204,2011-05-24,1
204,2011-06-30,1
204,2011-07-24,1
204,2011-08-16,1
204,2011-08-22,1
204,2011-08-31,1
204,2011-09-11,1
204,2011-10-04,2
204,2011-11-16,1
31,2010-12-02,1
31,2010-12-08,1
31,2010-12-15,1
31,2011-01-10,1
31,2011-01-26,1
31,2011-02-22,1
31,2011-03-14,1
31,2011-04-13,1
31,2011-04-21,1
31,2011-05-18,1
31,2011-06-09,1
31,2011-07-17,1
31,2011-08-01,1
31,2011-08-23,1
31,2011-09-13,1
31,2011-09-21,1
31,2011-10-14,1
31,2011-11-17,1
31,2011-12-05,1
370,2011-03-20,1
370,2011-03-24,1
370,2011-10-23,1
370,2011-10-28,1
370,2011-11-08,1
370,2011-11-20,1
370,2011-12-06,2
101,2010-12-06,1
101,2010-12-13,1
101,2010-12-23,1
101,2011-01-13,1
101,2011-01-20,1
101,2011-02-03,1
101,2011-03-09,1
101,2011-03-24,1
101,2011-03-25,1
101,2011-05-25,1
101,2011-06-17,1
101,2011-07-21,1
101,2011-10-25,2
101,2011-11-30,1
101,2011-12-02,2
101,2011-12-07,1
291,2011-01-21,1
291,2011-06-02,2
291,2011-06-22,1
291,2011-07-19,1
291,2011-07-27,1
291,2011-08-03,1
291,2011-10-16,1
291,2011-11-02,1
291,2011-11-18,1
291,2011-11-23,1
291,2011-11-24,1
291,2011-11-29,1
222,2010-12-16,1
222,2010-12-22,1
222,2011-01-21,1
222,2011-03-15,1
222,2011-04-17,1
222,2011-05-27,1
222,2011-06-22,2
222,2011-07-31,1
222,2011-09-01,1
222,2011-10-03,1
222,2011-11-16,1
222,2011-12-02,2
430,2011-08-30,1
430,2011-09-02,1
430,2011-09-09,1
430,2011-09-13,1
430,2011-09-21,1
430,2011-09-26,1
430,2011-10-03,1
430,2011-10-10,1
430,2011-10-17,1
430,2011-10-24,1
430,2011-10-26,1
430,2011-10-31,1
430,2011-11-10,1
430,2011-11-14,1
430,2011-11-23,1
430,2011-11-28,1
430,2011-12-05,1
236,2010-12-20,1
236,2011-01-14,1
236,2011-02-17,1
236,2011-03-30,1
236,2011-05-05,1
236,2011-06-22,1
236,2011-07-05,1
236,2011-08-11,1
236,2011-10-05,1
236,2011-10-27,1
236,2011-11-23,1
231,2010-12-17,1
231,2011-03-30,1
231,2011-09-19,2
231,2011-12-01,1
278,2010-12-03,1
278,2011-01-14,1
278,2011-02-03,1
278,2011-02-14,1
278,2011-02-15,2
278,2011-02-23,1
278,2011-03-01,1
278,2011-03-10,4
278,2011-03-15,1
278,2011-04-04,1
278,2011-04-17,1
278,2011-04-19,1
278,2011-05-06,1
278,2011-05-16,1
278,2011-06-06,1
278,2011-06-15,2
278,2011-06-22,1
278,2011-06-24,2
278,2011-06-29,1
278,2011-07-01,1
278,2011-07-14,1
278,2011-07-19,2
278,2011-07-31,1
278,2011-08-05,1
278,2011-08-10,1
278,2011-08-15,1
278,2011-08-17,2
278,2011-09-04,1
278,2011-09-05,3
278,2011-09-06,2
278,2011-09-07,1
278,2011-09-30,1
278,2011-10-10,1
278,2011-10-12,1
278,2011-10-14,1
278,2011-10-17,2
278,2011-10-18,1
278,2011-10-21,1
278,2011-11-07,1
278,2011-11-11,1
278,2011-11-15,1
278,2011-11-16,1
278,2011-11-30,1
181,2010-12-12,1
181,2011-03-28,1
181,2011-06-05,1
181,2011-06-23,1
181,2011-07-13,1
181,2011-07-18,1
181,2011-09-05,1
181,2011-09-19,1
181,2011-10-18,1
181,2011-10-30,1
181,2011-11-20,1
413,2011-06-10,1
413,2011-07-19,1
413,2011-09-02,1
413,2011-10-04,1
413,2011-10-30,1
413,2011-11-11,1
413,2011-12-01,1
33,2010-12-02,1
33,2010-12-13,1
33,2010-12-16,2
33,2011-01-04,1
33,2011-01-19,1
33,2011-02-01,1
33,2011-02-07,1
33,2011-02-16,1
33,2011-03-02,1
33,2011-03-14,1
33,2011-03-30,1
33,2011-04-18,1
33,2011-05-06,1
33,2011-05-18,1
33,2011-06-07,1
33,2011-06-24,1
33,2011-07-07,1
33,2011-07-24,1
33,2011-08-09,1
33,2011-08-25,1
33,2011-09-09,1
33,2011-10-13,1
33,2011-11-10,1
33,2011-11-29,1
96,2010-12-06,1
96,2011-01-05,1
96,2011-01-25,1
96,2011-02-24,1
96,2011-03-29,1
96,2011-04-21,1
96,2011-05-23,2
96,2011-07-05,1
96,2011-08-18,1
96,2011-09-04,1
96,2011-10-27,1
96,2011-11-10,1
96,2011-11-23,1
96,2011-12-07,1
398,2011-05-03,1
398,2011-05-24,1
398,2011-06-08,1
398,2011-06-30,1
398,2011-07-29,1
398,2011-08-10,1
398,2011-08-23,1
398,2011-09-20,1
398,2011-10-18,1
398,2011-11-01,1
398,2011-11-17,1
398,2011-11-29,1
398,2011-12-08,1
322,2011-02-04,1
322,2011-03-18,2
322,2011-05-13,3
322,2011-05-27,1
322,2011-06-20,2
322,2011-07-25,1
322,2011-08-17,1
322,2011-08-25,1
322,2011-09-13,1
322,2011-09-25,1
322,2011-10-11,2
322,2011-10-28,2
322,2011-11-15,1
322,2011-11-21,1
322,2011-12-05,1
403,2011-05-11,1
403,2011-11-18,1
403,2011-11-24,1
389,2011-04-11,1
389,2011-10-25,1
389,2011-11-16,1
361,2011-03-09,1
361,2011-05-13,2
361,2011-06-20,3
361,2011-08-11,1
361,2011-10-04,1
361,2011-10-13,1
361,2011-12-08,2
206,2010-12-14,3
206,2010-12-20,2
206,2011-01-07,1
206,2011-01-25,2
206,2011-01-31,1
206,2011-02-17,4
206,2011-02-24,1
206,2011-03-17,3
206,2011-03-29,1
206,2011-04-19,2
206,2011-04-21,1
206,2011-04-27,3
206,2011-04-28,1
206,2011-05-04,1
206,2011-06-02,4
206,2011-06-27,1
206,2011-07-21,4
206,2011-08-08,1
206,2011-09-01,1
206,2011-09-20,2
206,2011-09-22,1
206,2011-09-28,1
206,2011-10-18,1
206,2011-11-09,1
206,2011-12-01,1
277,2011-01-14,1
277,2011-03-11,1
277,2011-06-28,1
277,2011-08-23,1
277,2011-10-21,1
277,2011-11-22,2
356,2011-03-08,1
356,2011-03-29,1
356,2011-04-13,1
356,2011-05-11,3
356,2011-06-08,2
356,2011-07-11,1
356,2011-07-25,1
356,2011-09-15,1
356,2011-09-25,1
356,2011-10-19,1
356,2011-11-08,1
356,2011-11-18,1
356,2011-12-01,1
30,2010-12-02,1
30,2011-04-14,1
30,2011-05-12,1
30,2011-07-18,1
30,2011-10-14,1
30,2011-11-02,1
30,2011-11-18,1
30,2011-11-29,2
44,2010-12-02,1
44,2011-01-09,1
44,2011-03-14,1
44,2011-04-07,1
44,2011-05-01,1
44,2011-06-15,1
44,2011-09-22,1
44,2011-10-10,1
44,2011-12-07,1
207,2010-12-14,1
207,2011-01-18,1
207,2011-02-08,1
207,2011-04-19,1
207,2011-05-25,1
207,2011-06-10,1
207,2011-07-01,1
207,2011-08-08,1
207,2011-09-02,1
207,2011-10-09,1
207,2011-10-28,1
207,2011-11-20,1
207,2011-12-08,1
174,2010-12-10,1
174,2011-04-01,1
174,2011-09-27,1
174,2011-10-10,1
174,2011-11-01,1
174,2011-11-29,1
368,2011-03-17,1
368,2011-06-22,1
368,2011-09-30,1
368,2011-10-17,1
368,2011-11-22,1
368,2011-12-09,1
311,2011-01-31,2
311,2011-03-08,1
311,2011-06-14,1
311,2011-07-22,2
311,2011-11-01,1
311,2011-11-07,1
311,2011-11-16,2
432,2011-09-11,1
432,2011-10-02,1
432,2011-10-23,1
432,2011-11-01,1
432,2011-11-13,1
432,2011-11-30,1
387,2011-04-07,1
387,2011-09-20,1
387,2011-11-11,1
387,2011-12-09,1
34,2010-12-02,1
34,2011-04-07,1
34,2011-10-06,1
34,2011-11-21,1
422,2011-07-20,2
422,2011-07-31,1
422,2011-09-11,1
422,2011-09-27,1
422,2011-10-30,1
422,2011-11-10,1
422,2011-11-17,1
422,2011-12-04,1
241,2011-01-04,1
241,2011-02-04,2
241,2011-03-17,2
241,2011-05-10,1
241,2011-06-07,1
241,2011-07-17,1
241,2011-08-11,1
241,2011-09-16,1
241,2011-10-04,1
233,2010-12-19,1
233,2011-01-09,1
233,2011-02-27,1
233,2011-03-27,1
233,2011-06-05,1
233,2011-07-10,1
233,2011-07-31,1
233,2011-08-28,1
310,2011-01-30,1
310,2011-02-20,1
310,2011-03-13,1
310,2011-04-18,2
310,2011-04-19,1
310,2011-07-13,1
310,2011-10-02,1
310,2011-11-06,2
310,2011-11-20,1
189,2010-12-12,1
189,2011-01-06,1
189,2011-03-16,1
189,2011-05-10,1
189,2011-05-19,1
189,2011-08-22,1
189,2011-11-01,1
189,2011-11-22,1
85,2010-12-05,1
85,2011-03-01,1
85,2011-06-30,1
85,2011-10-04,1
85,2011-11-22,1
201,2010-12-14,1
201,2011-03-03,1
201,2011-04-17,2
201,2011-06-14,1
201,2011-09-29,3
201,2011-11-08,1
200,2010-12-13,1
200,2011-01-17,1
200,2011-03-31,1
200,2011-04-18,1
200,2011-06-07,1
200,2011-08-11,1
200,2011-08-31,1
200,2011-10-27,1
200,2011-11-20,1
80,2010-12-05,1
80,2010-12-09,1
80,2010-12-15,1
80,2010-12-20,1
80,2011-01-05,1
80,2011-01-10,1
80,2011-01-19,1
80,2011-01-25,1
80,2011-01-31,1
80,2011-02-08,1
80,2011-02-15,2
80,2011-02-24,1
80,2011-02-28,1
80,2011-03-09,1
80,2011-03-15,1
80,2011-03-24,1
80,2011-03-31,1
80,2011-04-07,1
80,2011-04-15,1
80,2011-04-20,1
80,2011-04-27,1
80,2011-05-09,1
80,2011-05-13,1
80,2011-05-18,1
80,2011-05-24,1
80,2011-06-08,1
80,2011-06-15,1
80,2011-06-22,1
80,2011-06-29,1
80,2011-07-07,1
80,2011-07-14,1
80,2011-07-21,1
80,2011-07-27,1
80,2011-07-28,1
80,2011-08-03,1
80,2011-08-09,1
80,2011-08-15,1
80,2011-08-24,1
80,2011-09-02,1
80,2011-09-12,1
80,2011-09-21,1
80,2011-09-29,1
80,2011-10-06,1
80,2011-10-13,1
80,2011-10-20,1
80,2011-10-25,1
80,2011-10-31,1
80,2011-11-07,1
80,2011-11-11,1
80,2011-11-16,1
80,2011-11-23,1
80,2011-11-27,1
80,2011-12-01,1
80,2011-12-07,1
429,2011-08-21,1
429,2011-09-23,1
429,2011-10-10,1
331,2011-02-16,1
331,2011-03-22,1
331,2011-06-07,1
331,2011-08-03,1
331,2011-09-07,1
331,2011-11-14,1
297,2011-01-25,1
297,2011-02-07,1
297,2011-02-15,1
297,2011-03-09,1
297,2011-03-15,1
297,2011-04-06,1
297,2011-05-10,1
297,2011-05-24,1
297,2011-06-06,1
297,2011-06-23,1
297,2011-07-08,1
297,2011-07-27,1
297,2011-08-12,1
297,2011-09-05,1
297,2011-10-05,1
297,2011-11-16,1
297,2011-11-22,1
297,2011-12-07,1
386,2011-04-05,1
386,2011-08-04,1
386,2011-10-10,1
385,2011-04-05,1
385,2011-05-22,1
385,2011-09-23,1
385,2011-10-30,1
385,2011-12-04,1
444,2011-10-16,1
444,2011-11-06,1
444,2011-11-13,1
444,2011-11-20,1
444,2011-11-23,1
444,2011-11-27,1
444,2011-12-05,1
444,2011-12-06,1
445,2011-10-18,1
445,2011-11-16,1
445,2011-11-22,1
445,2011-11-29,1
325,2011-02-08,1
325,2011-02-23,1
325,2011-04-21,1
325,2011-06-09,1
325,2011-07-14,1
325,2011-08-04,1
325,2011-09-08,1
325,2011-09-14,1
325,2011-09-18,1
325,2011-09-22,1
325,2011-10-16,1
325,2011-10-21,1
325,2011-11-01,1
325,2011-11-10,1
325,2011-11-15,1
325,2011-11-28,1
325,2011-12-06,2
289,2011-01-19,1
289,2011-03-16,1
289,2011-03-30,1
289,2011-07-15,1
289,2011-08-21,1
289,2011-10-30,1
289,2011-12-06,1
46,2010-12-02,1
46,2011-02-25,1
46,2011-03-03,1
46,2011-03-27,1
46,2011-05-11,1
46,2011-05-23,2
46,2011-06-10,1
46,2011-06-13,1
406,2011-05-18,1
406,2011-06-07,1
406,2011-06-27,1
406,2011-07-18,1
406,2011-12-04,1
267,2011-01-12,1
267,2011-02-01,1
267,2011-02-08,1
267,2011-03-11,1
267,2011-03-25,1
267,2011-04-06,1
267,2011-05-10,1
267,2011-06-08,1
267,2011-11-21,1
24,2010-12-01,1
24,2010-12-05,1
24,2010-12-08,1
24,2010-12-14,2
24,2010-12-16,1
24,2010-12-20,1
24,2010-12-22,1
24,2011-01-04,1
24,2011-01-09,1
24,2011-01-12,1
24,2011-01-17,1
24,2011-01-19,1
24,2011-01-23,1
24,2011-01-26,1
24,2011-02-01,2
24,2011-02-03,1
24,2011-02-06,1
24,2011-02-08,1
24,2011-02-14,1
24,2011-02-17,1
24,2011-02-18,1
24,2011-02-20,1
24,2011-02-23,1
24,2011-02-27,1
24,2011-03-02,1
24,2011-03-07,1
24,2011-03-10,1
24,2011-03-13,1
24,2011-03-16,1
24,2011-03-21,1
24,2011-03-24,1
24,2011-03-29,1
24,2011-04-04,1
24,2011-04-06,1
24,2011-04-11,2
24,2011-04-14,1
24,2011-04-19,1
24,2011-04-26,1
24,2011-04-27,1
24,2011-05-04,1
24,2011-05-08,1
24,2011-05-12,1
24,2011-05-17,1
24,2011-05-24,1
24,2011-05-29,1
24,2011-06-01,1
24,2011-06-07,1
24,2011-06-09,1
24,2011-06-13,1
24,2011-06-15,1
24,2011-06-21,1
24,2011-06-22,1
24,2011-06-29,1
24,2011-07-05,1
24,2011-07-11,1
24,2011-07-17,1
24,2011-07-20,1
24,2011-07-25,2
24,2011-07-29,1
24,2011-08-02,1
24,2011-08-08,1
24,2011-08-15,1
24,2011-08-19,1
24,2011-08-26,1
24,2011-08-28,1
24,2011-09-02,1
24,2011-09-07,1
24,2011-09-11,1
24,2011-09-14,1
24,2011-09-19,1
24,2011-09-21,1
24,2011-09-28,1
24,2011-10-04,1
24,2011-10-10,1
24,2011-10-14,1
24,2011-10-20,1
24,2011-10-26,1
24,2011-10-28,1
24,2011-11-02,1
24,2011-11-07,1
24,2011-11-10,1
24,2011-11-14,1
24,2011-11-18,1
24,2011-11-21,1
24,2011-11-24,1
24,2011-11-28,1
24,2011-11-30,1
24,2011-12-06,1
24,2011-12-08,1
235,2010-12-20,1
235,2010-12-21,1
235,2011-01-14,1
235,2011-01-19,1
235,2011-01-20,1
235,2011-01-21,1
235,2011-02-08,1
235,2011-02-21,2
235,2011-02-22,1
235,2011-03-25,1
235,2011-03-29,2
235,2011-03-30,1
235,2011-04-05,2
235,2011-04-28,1
235,2011-05-11,2
235,2011-05-12,3
235,2011-05-18,1
235,2011-05-25,1
235,2011-05-26,1
235,2011-06-01,2
235,2011-06-19,1
235,2011-06-20,1
235,2011-06-28,3
235,2011-07-20,1
235,2011-08-09,2
235,2011-08-11,1
235,2011-08-12,1
235,2011-08-23,1
235,2011-08-26,3
235,2011-09-08,2
235,2011-09-13,1
235,2011-09-19,2
235,2011-09-22,1
235,2011-10-06,3
235,2011-10-20,3
235,2011-10-21,3
235,2011-10-27,3
235,2011-11-02,3
235,2011-11-10,3
235,2011-11-16,1
235,2011-11-18,1
235,2011-11-22,1
235,2011-11-23,3
235,2011-12-07,2
235,2011-12-08,1
242,2011-01-05,1
242,2011-10-03,1
242,2011-10-30,1
242,2011-11-07,1
242,2011-11-30,2
242,2011-12-08,1
307,2011-01-28,1
307,2011-02-15,1
307,2011-03-21,1
307,2011-05-06,1
307,2011-06-05,1
307,2011-07-17,1
307,2011-09-22,1
307,2011-11-04,1
307,2011-12-01,1
105,2010-12-06,1
105,2010-12-09,1
105,2010-12-10,2
105,2010-12-14,1
105,2011-01-17,1
105,2011-02-20,1
105,2011-03-10,1
105,2011-04-07,1
105,2011-05-01,1
105,2011-05-09,1
105,2011-06-13,1
105,2011-06-20,1
105,2011-06-21,1
105,2011-07-18,1
105,2011-08-04,1
105,2011-08-18,1
105,2011-09-06,1
105,2011-09-26,1
105,2011-11-01,1
105,2011-11-08,2
105,2011-11-14,1
105,2011-11-18,1
105,2011-11-29,1
50,2010-12-03,1
50,2010-12-14,1
50,2011-01-06,1
50,2011-01-25,1
50,2011-02-18,1
50,2011-03-29,1
50,2011-04-01,1
50,2011-05-10,1
50,2011-05-25,1
50,2011-06-14,1
50,2011-07-08,1
50,2011-07-27,1
50,2011-08-10,1
50,2011-09-05,1
50,2011-09-29,1
50,2011-11-14,1
185,2010-12-12,1
185,2011-05-08,1
185,2011-09-19,1
185,2011-10-30,1
185,2011-11-14,1
2,2010-12-01,1
2,2011-01-18,1
2,2011-01-31,1
2,2011-02-08,1
2,2011-02-22,1
2,2011-03-01,1
2,2011-03-21,1
2,2011-04-04,1
2,2011-05-10,1
2,2011-05-25,1
2,2011-06-13,1
2,2011-06-28,1
2,2011-07-12,1
2,2011-07-21,1
2,2011-08-02,1
2,2011-09-08,1
2,2011-09-30,1
2,2011-10-18,1
2,2011-10-31,1
2,2011-12-02,2
446,2011-10-19,1
446,2011-10-23,1
446,2011-11-13,1
446,2011-11-24,1
446,2011-12-08,1
304,2011-01-27,1
304,2011-02-15,1
304,2011-03-06,1
304,2011-03-18,1
304,2011-04-06,1
304,2011-06-20,2
304,2011-11-29,2
165,2010-12-09,1
165,2011-01-06,1
165,2011-01-09,1
165,2011-01-27,1
165,2011-02-17,1
165,2011-03-03,1
165,2011-06-30,1
165,2011-07-07,1
165,2011-08-15,1
165,2011-09-22,1
165,2011-10-06,1
165,2011-10-16,1
165,2011-10-31,1
165,2011-11-07,1
165,2011-11-21,1
165,2011-12-01,1
165,2011-12-08,1
414,2011-06-12,1
414,2011-07-20,1
414,2011-09-19,1
414,2011-10-19,1
414,2011-10-23,1
414,2011-10-31,1
414,2011-11-17,1
414,2011-11-20,1
414,2011-11-28,1
373,2011-03-22,1
373,2011-04-04,1
373,2011-04-21,1
373,2011-05-03,1
373,2011-05-22,1
373,2011-06-07,1
373,2011-06-30,1
373,2011-08-22,1
373,2011-09-09,1
373,2011-11-15,1
373,2011-11-29,1
164,2010-12-09,1
164,2010-12-16,1
164,2011-01-20,1
164,2011-03-10,1
164,2011-03-17,1
164,2011-05-05,1
164,2011-06-06,1
164,2011-08-04,1
164,2011-09-01,1
164,2011-11-10,1
164,2011-11-30,1
384,2011-04-04,1
384,2011-06-13,1
384,2011-10-10,1
384,2011-11-29,1
384,2011-12-08,1
53,2010-12-03,2
53,2010-12-16,1
53,2011-10-30,1
53,2011-11-03,1
53,2011-11-29,1
355,2011-03-08,1
355,2011-03-28,1
355,2011-04-21,1
355,2011-06-14,1
355,2011-08-24,1
355,2011-10-05,2
355,2011-12-08,1
117,2010-12-07,1
117,2010-12-13,1
117,2010-12-20,1
117,2011-01-11,1
117,2011-01-26,1
117,2011-02-10,1
117,2011-03-14,1
117,2011-05-19,1
117,2011-06-22,1
117,2011-07-18,1
117,2011-08-21,1
117,2011-11-23,1
256,2011-01-09,1
256,2011-02-16,1
256,2011-03-28,1
256,2011-05-16,1
256,2011-06-16,1
256,2011-07-20,1
256,2011-08-19,1
256,2011-09-27,1
256,2011-10-30,1
256,2011-11-14,1
256,2011-11-30,1
228,2010-12-17,1
228,2011-01-19,1
228,2011-03-20,1
228,2011-05-22,1
228,2011-07-21,1
228,2011-08-23,1
228,2011-09-18,1
228,2011-12-07,1
134,2010-12-08,1
134,2010-12-13,1
134,2011-01-24,1
134,2011-02-11,1
134,2011-02-21,1
134,2011-03-04,1
134,2011-03-25,1
134,2011-04-15,1
134,2011-05-06,1
134,2011-06-20,1
134,2011-07-11,1
134,2011-07-25,1
134,2011-08-24,1
134,2011-09-06,1
134,2011-10-14,1
134,2011-11-17,1
134,2011-12-08,1
64,2010-12-05,1
64,2010-12-12,1
64,2011-01-09,1
64,2011-03-13,1
64,2011-05-01,1
